#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","132","2203385917440","1007616","1413120","7376","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3456","Microsoft.Win32.SafeHandles.SafeProcessHandle","132","5396",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7376","7376","1413120","1413120","60408","60408","1495040","1495040","5955584","5955584","70520832","2203388743680","True","Normal","1413120","1413120","00:00:00.0312500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0468750","67694592","2203385917440","False",,,,"1007616","1007616",,
"svchost","0","407","2203435081728","15527936","5402624","20288","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","5.625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3612","Microsoft.Win32.SafeHandles.SafeProcessHandle","407","5432",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20288","20288","5402624","5402624","175512","175512","6299648","6299648","21962752","21962752","130457600","2203448680448","True","Normal","5402624","5402624","00:00:02.6093750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:05.6250000","00:00:03.0156250","116858880","2203435081728","False",,,,"15527936","15527936",,
"svchost","0","102","2203385167872","1282048","1282048","7200","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.40625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4840","Microsoft.Win32.SafeHandles.SafeProcessHandle","102","5604",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","1282048","1282048","57424","57424","1568768","1568768","5771264","5771264","70615040","2203388837888","True","Normal","1282048","1282048","00:00:00.3437500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4062500","00:00:00.0625000","66945024","2203385167872","False",,,,"1282048","1282048",,
"svchost","0","210","2203407863808","2985984","2424832","12408","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.78125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5044","Microsoft.Win32.SafeHandles.SafeProcessHandle","210","5612",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12408","12408","2424832","2424832","86448","86448","2674688","2674688","7929856","7929856","92786688","2203411009536","True","Normal","2424832","2424832","00:00:00.5000000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7812500","00:00:00.2812500","89640960","2203407863808","False",,,,"2985984","2985984",,
"svchost","0","527","2203446775808","13955072","4775936","35520","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3376","Microsoft.Win32.SafeHandles.SafeProcessHandle","527","6228",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35520","35520","4775936","4775936","185328","185328","5394432","5394432","17166336","17166336","136941568","2203455164416","True","Normal","4775936","4775936","00:00:01.1718750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:26",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0625000","00:00:00.8906250","128552960","2203446775808","False",,,,"13955072","13955072",,
"svchost","1","160","2203410817024","3923968","1900544","9528","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4752","Microsoft.Win32.SafeHandles.SafeProcessHandle","160","7528",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9528","9528","1900544","1900544","111440","111440","2191360","2191360","9314304","9314304","100466688","2203418689536","True","Normal","1900544","1900544","00:00:02.0625000","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1718750","00:00:00.1093750","92594176","2203410817024","False",,,,"3923968","3923968",,
"svchost","1","5556","2203537477632","42504192","18784256","26752","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","32.71875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1212","Microsoft.Win32.SafeHandles.SafeProcessHandle","5556","7812",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26752","26752","18784256","18784256","769616","769616","19451904","19451904","44019712","44019712","232714240","2203550937088","True","Normal","18784256","18784256","00:00:06.1718750","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:32.7187500","00:00:26.5468750","219254784","2203537477632","False",,,,"42504192","42504192",,
"svchost","1","469","2203462627328","31510528","12263424","20064","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","103.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4832","Microsoft.Win32.SafeHandles.SafeProcessHandle","469","7964",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20064","20064","12263424","12263424","194176","194176","13537280","13537280","37044224","37044224","161054720","2203479277568","True","Normal","12263424","12263424","00:00:55.0937500","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:01:43.0468750","00:00:47.9531250","144404480","2203462627328","False",,,,"31510528","31510528",,
"svchost","1","506","2203775623168","26963968","6328320","28376","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.953125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"872","Microsoft.Win32.SafeHandles.SafeProcessHandle","506","8076",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28376","28376","6328320","6328320","272320","272320","8142848","8142848","30011392","30011392","478822400","2203797045248","True","Normal","6328320","6328320","00:00:00.3750000","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:49",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9531250","00:00:00.5781250","457400320","2203775623168","False",,,,"26963968","26963968",,
"svchost","0","463","2203446382592","14286848","6299648","25336","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","43.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1172","Microsoft.Win32.SafeHandles.SafeProcessHandle","463","8236",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25336","25336","6299648","6299648","181216","181216","6868992","6868992","21966848","21966848","136548352","2203454771200","True","Normal","6299648","6299648","00:00:25.3125000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:43.0781250","00:00:17.7656250","128159744","2203446382592","False",,,,"14286848","14286848",,
"svchost","0","333","2203437035520","8949760","5722112","13944","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","3.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3460","Microsoft.Win32.SafeHandles.SafeProcessHandle","333","8376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13944","13944","5722112","5722112","116728","116728","12394496","12394496","39505920","39505920","491069440","2203809292288","True","Normal","5722112","5722112","00:00:02.2187500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1093750","00:00:00.8906250","118812672","2203437035520","False",,,,"8949760","8949760",,
"svchost","0","189","2203682131968","3497984","6516736","14952","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3812","Microsoft.Win32.SafeHandles.SafeProcessHandle","189","8780",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14952","14952","6516736","6516736","93752","93752","6832128","6832128","11010048","11010048","369676288","2203687899136","True","Normal","6516736","6516736","00:00:00.0781250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","01-06-2021 17:37:41",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0625000","363909120","2203682131968","False",,,,"3497984","3497984",,
"svchost","1","310","2203483787264","25358336","3977216","15496","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","7.609375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3724","Microsoft.Win32.SafeHandles.SafeProcessHandle","310","8848",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15496","15496","3977216","3977216","238296","238296","4694016","4694016","27742208","27742208","177696768","2203495919616","True","Normal","3977216","3977216","00:00:01.5156250","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:02",,"System.Diagnostics.ProcessThreadCollection","00:00:07.6093750","00:00:06.0937500","165564416","2203483787264","False",,,,"25358336","25358336",,
"svchost","0","119","2203394535424","7684096","1613824","8288",,,"0.0625",,,,,"Process","8",,,,,,"119","9116",".","0","",,,,,"8288","8288","1613824","1613824","76168","76168","1859584","1859584","7745536","7745536","79982592","2203398205440",,,"1613824","1613824","00:00:00.0312500","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:38:05",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","76312576","2203394535424","False",,,,"7684096","7684096",,
"svchost","1","136","2203418742784","4087808","1703936","8832","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3440","Microsoft.Win32.SafeHandles.SafeProcessHandle","136","10668",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","1703936","1703936","123272","123272","2072576","2072576","11554816","11554816","106287104","2203424509952","True","Normal","1703936","1703936","00:00:00.0312500","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:51:59",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0625000","100519936","2203418742784","False",,,,"4087808","4087808",,
"svchost","0","139","2203392045056","2121728","1671168","9560","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4112","Microsoft.Win32.SafeHandles.SafeProcessHandle","139","11564",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9560","9560","1671168","1671168","72808","72808","1949696","1949696","7852032","7852032","79589376","2203397812224","True","Normal","1671168","1671168","00:00:00","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:43:12",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","73822208","2203392045056","False",,,,"2121728","2121728",,
"svchost","0","568","2203609120768","14479360","12263424","34744","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","7.53125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3468","Microsoft.Win32.SafeHandles.SafeProcessHandle","568","11624",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34744","34744","12263424","12263424","181536","181536","13406208","13406208","24530944","24530944","301391872","2203619614720","True","Normal","12263424","12263424","00:00:04.4531250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:27",,"System.Diagnostics.ProcessThreadCollection","00:00:07.5312500","00:00:03.0781250","290897920","2203609120768","False",,,,"14479360","14479360",,
"svchost","0","162","2203409797120","7323648","1904640","9024","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3432","Microsoft.Win32.SafeHandles.SafeProcessHandle","162","11912",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9024","9024","1904640","1904640","101832","101832","2105344","2105344","8011776","8011776","95244288","2203413467136","True","Normal","1904640","1904640","00:00:00.4062500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02-06-2021 10:39:05",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4687500","00:00:00.0625000","91574272","2203409797120","False",,,,"7323648","7323648",,
"svchost","0","302","2203421982720","12492800","4632576","15608","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.734375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3524","Microsoft.Win32.SafeHandles.SafeProcessHandle","302","12560",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15608","15608","4632576","4632576","136176","136176","5615616","5615616","23879680","23879680","120721408","2203438944256","True","Normal","4632576","4632576","00:00:01.3750000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:22",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7343750","00:00:01.3593750","103759872","2203421982720","False",,,,"12492800","12492800",,
"svchost","0","296","2203433639936","11862016","6270976","16680","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.96875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3508","Microsoft.Win32.SafeHandles.SafeProcessHandle","296","12888",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16680","16680","6270976","6270976","156752","156752","7491584","7491584","28426240","28426240","143343616","2203461566464","True","Normal","6270976","6270976","00:00:00.3906250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:25:07",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9687500","00:00:00.5781250","115417088","2203433639936","False",,,,"11862016","11862016",,
"svchost","0","307","2203422474240","6070272","3383296","14224",,,"0.828125",,,,,"Process","8",,,,,,"307","12972",".","0","",,,,,"14224","14224","3383296","3383296","105016","105016","3981312","3981312","14155776","14155776","112422912","2203430645760",,,"3383296","3383296","00:00:00.4062500","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:23:27",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8281250","00:00:00.4218750","104251392","2203422474240","False",,,,"6070272","6070272",,
"svchost","1","463","2203478544384","8388608","7766016","21392","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.96875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2032","Microsoft.Win32.SafeHandles.SafeProcessHandle","463","14104",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21392","21392","7766016","7766016","225888","225888","8339456","8339456","24571904","24571904","169242624","2203487465472","True","Normal","7766016","7766016","00:00:00.9062500","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:23",,"System.Diagnostics.ProcessThreadCollection","00:00:02.9687500","00:00:02.0625000","160321536","2203478544384","False",,,,"8388608","8388608",,
"svchost","0","204","2203414368256","10166272","2736128","11680","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","1.484375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1064","Microsoft.Win32.SafeHandles.SafeProcessHandle","204","14212",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11680","11680","2736128","2736128","113368","113368","3108864","3108864","10870784","10870784","99815424","2203418038272","True","Normal","2736128","2736128","00:00:01.0468750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02-06-2021 08:08:14",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4843750","00:00:00.4375000","96145408","2203414368256","False",,,,"10166272","10166272",,
"svchost","0","236","2203412881408","3948544","3481600","13944","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.296875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3300","Microsoft.Win32.SafeHandles.SafeProcessHandle","236","14260",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13944","13944","3481600","3481600","115752","115752","6582272","6582272","18137088","18137088","119844864","2203438067712","True","Normal","3481600","3481600","00:00:00.1562500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.1406250","94658560","2203412881408","False",,,,"3948544","3948544",,
"svchost","0","108","2203386470400","5992448","1286144","7456","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3264","Microsoft.Win32.SafeHandles.SafeProcessHandle","108","15696",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7456","7456","1286144","1286144","58208","58208","1458176","1458176","6029312","6029312","69296128","2203387518976","True","Normal","1286144","1286144","00:00:00.0156250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:10:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","68247552","2203386470400","False",,,,"5992448","5992448",,
"svchost","0","180","2203392978944","8323072","2072576","9680","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3136","Microsoft.Win32.SafeHandles.SafeProcessHandle","180","16368",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9680","9680","2072576","2072576","76312","76312","2879488","2879488","8802304","8802304","78950400","2203397173248","True","Normal","2072576","2072576","00:00:00.2500000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:10:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.1250000","74756096","2203392978944","False",,,,"8323072","8323072",,
"svchost","0","171","2203391705088","3354624","2338816","122624","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2008","Microsoft.Win32.SafeHandles.SafeProcessHandle","171","18056",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","122624","122624","2338816","2338816","67640","67640","2662400","2662400","7815168","7815168","77197312","2203395420160","True","Normal","2338816","2338816","00:00:00.3125000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","01-06-2021 17:30:29",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.1406250","73482240","2203391705088","False",,,,"3354624","3354624",,
"svchost","0","403","2203446870016","17969152","5468160","19920",,,"29.3125",,,,,"Process","8",,,,,,"403","18452",".","0","",,,,,"19920","19920","5468160","5468160","139696","139696","9375744","9375744","20787200","20787200","134955008","2203453177856",,,"5468160","5468160","00:00:19.9375000","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","02-06-2021 07:35:57",,"System.Diagnostics.ProcessThreadCollection","00:00:29.3125000","00:00:09.3750000","128647168","2203446870016","False",,,,"17969152","17969152",,
"svchost","0","258","2203423129600","16580608","5066752","16424","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.40625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1948","Microsoft.Win32.SafeHandles.SafeProcessHandle","258","19156",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16424","16424","5066752","5066752","123960","123960","6569984","6569984","17797120","17797120","113868800","2203432091648","True","Normal","5066752","5066752","00:00:01.7812500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:17:08",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4062500","00:00:00.6250000","104906752","2203423129600","False",,,,"16580608","16580608",,
"svchost","0","120","2203386310656","6397952","1449984","8016","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1920","Microsoft.Win32.SafeHandles.SafeProcessHandle","120","19208",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1449984","1449984","60408","60408","1744896","1744896","6782976","6782976","71757824","2203389980672","True","Normal","1449984","1449984","00:00:00","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:10:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","68087808","2203386310656","False",,,,"6397952","6397952",,
"System","0","5136","7000064","2670592","212992","272",,,"9826.015625",,,,,"Process","8",,,,,,"5136","4",".","0","",,,,,"272","272","212992","212992","0","0","266240","266240","13680640","13680640","33898496","33898496",,,"212992","212992","02:43:46.0156250","System",,"True","0","System.Diagnostics.ProcessStartInfo","31-05-2021 20:21:22",,"System.Diagnostics.ProcessThreadCollection","02:43:46.0156250","00:00:00","7000064","7000064","False",,,,"2670592","2670592",,
"SystemSettings","1","746","2203810988032","2035712","24391680","36048","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","Microsoft Corporation","0.515625","10.0.19041.964 (WinBuild.160101.0800)","10.0.19041.964","Settings","Microsoft? Windows? Operating System","Process","8",,"False",,"6240","Microsoft.Win32.SafeHandles.SafeProcessHandle","746","19464",".","1248260","Settings","System.Diagnostics.ProcessModule (SystemSettings.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36048","36048","24391680","24391680","835848","835848","42127360","42127360","92274688","92274688","496959488","2203815182336","True","Normal","24391680","24391680","00:00:00.2968750","SystemSettings","255","False","1","System.Diagnostics.ProcessStartInfo","03-06-2021 13:05:56",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5156250","00:00:00.2187500","492765184","2203810988032","False",,,,"2035712","2035712",,
"taskhostw","1","320","2203589611520","14467072","10268672","39776","C:\WINDOWS\system32\taskhostw.exe","Microsoft Corporation","5.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","8",,"False",,"6800","Microsoft.Win32.SafeHandles.SafeProcessHandle","320","2216",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39776","39776","10268672","10268672","192992","192992","10784768","10784768","18554880","18554880","272965632","2203591188480","True","Normal","10268672","10268672","00:00:03.1250000","taskhostw","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:01",,"System.Diagnostics.ProcessThreadCollection","00:00:05.1093750","00:00:01.9843750","271388672","2203589611520","False",,,,"14467072","14467072",,
"Teams","1","361","2203951792128","81223680","127418368","72728","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","56.65625","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"2028","Microsoft.Win32.SafeHandles.SafeProcessHandle","361","1072",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","72728","72728","127418368","127418368","504696","504696","463474688","463474688","460279808","460279808","923889664","2204242112512","True","Normal","127418368","127418368","00:00:05.2812500","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:36",,"System.Diagnostics.ProcessThreadCollection","00:00:56.6562500","00:00:51.3750000","633569280","2203951792128","False",,,,"81223680","81223680",,
"Teams","1","1899","2204234641408","89153536","158990336","59512","C:\Users\ambatikalyan.NAGARRO\AppData\Local\Microsoft\Teams\current\Teams.exe","Microsoft Corporation","239.5","1.4.00.11161","1.4.00.11161","Microsoft Teams","Microsoft Teams","Process","8",,"False",,"1752","Microsoft.Win32.SafeHandles.SafeProcessHandle","1899","5356",".","0","","System.Diagnostics.ProcessModule (Teams.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","59512","59512","158990336","158990336","906448","906448","296927232","296927232","233172992","233172992","1108590592","2204426813440","True","Normal","158990336","158990336","00:00:33.4687500","Teams","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:37",,"System.Diagnostics.ProcessThreadCollection","00:03:59.5000000","00:03:26.0312500","916418560","2204234641408","False",,,,"89153536","89153536",,
